State,Year,Month,TelehealthType,ServiceType,ServiceCount,RatePer1000Beneficiaries,DataQuality
New Hampshire,2020,06,Store and forward,All,16,0.1,
New Jersey,2020,06,Live audio/video,All,224848,124.2,
New Jersey,2020,06,Other telehealth,All,974,0.5,
New Jersey,2020,06,Remote patient monitoring,All,797,0.4,
New Jersey,2020,06,Store and forward,All,141,0.1,
New Mexico,2020,06,Live audio/video,All,107241,123.8,
New Mexico,2020,06,Other telehealth,All,485,0.6,
New Mexico,2020,06,Remote patient monitoring,All,40,0.0,
New Mexico,2020,06,Store and forward,All,910,1.1,
New York,2020,06,Live audio/video,All,607734,89.8,
New York,2020,06,Other telehealth,All,2009,0.3,
New York,2020,06,Remote patient monitoring,All,1271,0.2,
New York,2020,06,Store and forward,All,8321,1.2,
North Carolina,2020,06,Live audio/video,All,232922,99.1,
North Carolina,2020,06,Other telehealth,All,3622,1.5,
North Carolina,2020,06,Remote patient monitoring,All,291,0.1,
North Carolina,2020,06,Store and forward,All,57,0.0,
North Dakota,2020,06,Live audio/video,All,11426,114.5,
North Dakota,2020,06,Store and forward,All,0,0.0,
Ohio,2020,06,Live audio/video,All,562337,191.1,
Ohio,2020,06,Other telehealth,All,1019,0.3,
Ohio,2020,06,Remote patient monitoring,All,220,0.1,
Ohio,2020,06,Store and forward,All,1497,0.5,
Oklahoma,2020,06,Live audio/video,All,112031,122.4,
Oklahoma,2020,06,Other telehealth,All,345,0.4,
Oklahoma,2020,06,Remote patient monitoring,All,123,0.1,
Oklahoma,2020,06,Store and forward,All,22,0.0,
Oregon,2020,06,Live audio/video,All,231219,196.8,
Oregon,2020,06,Other telehealth,All,373,0.3,
Oregon,2020,06,Remote patient monitoring,All,56,0.0,
Oregon,2020,06,Store and forward,All,61,0.1,
Pennsylvania,2020,06,Live audio/video,All,170430,56.1,
Pennsylvania,2020,06,Other telehealth,All,7358,2.4,
Pennsylvania,2020,06,Remote patient monitoring,All,78,0.0,
Pennsylvania,2020,06,Store and forward,All,233,0.1,
Puerto Rico,2020,06,Live audio/video,All,110645,87.6,
Puerto Rico,2020,06,Other telehealth,All,6649,5.3,
Puerto Rico,2020,06,Remote patient monitoring,All,825,0.7,
Puerto Rico,2020,06,Store and forward,All,412,0.3,
Rhode Island,2020,06,Live audio/video,All,36318,107.5,
Rhode Island,2020,06,Other telehealth,All,236,0.7,
Rhode Island,2020,06,Remote patient monitoring,All,0,0.0,
Rhode Island,2020,06,Store and forward,All,147,0.4,
South Carolina,2020,06,Live audio/video,All,85301,65.4,
South Carolina,2020,06,Other telehealth,All,196,0.2,
South Carolina,2020,06,Remote patient monitoring,All,0,0.0,
South Carolina,2020,06,Store and forward,All,82,0.1,
South Dakota,2020,06,Live audio/video,All,9983,79.8,
South Dakota,2020,06,Other telehealth,All,40,0.3,
South Dakota,2020,06,Store and forward,All,0,0.0,
Tennessee,2020,06,Live audio/video,All,160691,73.3,
Tennessee,2020,06,Other telehealth,All,172,0.1,
Tennessee,2020,06,Remote patient monitoring,All,261,0.1,
Tennessee,2020,06,Store and forward,All,238,0.1,
Texas,2020,06,Live audio/video,All,543088,103.6,
Texas,2020,06,Other telehealth,All,19632,3.7,
Texas,2020,06,Remote patient monitoring,All,865,0.2,
Texas,2020,06,Store and forward,All,3302,0.6,
Utah,2020,06,Live audio/video,All,23099,65.6,Unusable
Utah,2020,06,Other telehealth,All,126,0.4,Unusable
Utah,2020,06,Store and forward,All,0,0.0,Unusable
Vermont,2020,06,Live audio/video,All,7931,45.3,
Vermont,2020,06,Other telehealth,All,406,2.3,
Vermont,2020,06,Remote patient monitoring,All,0,0.0,
Vermont,2020,06,Store and forward,All,23,0.1,
Virgin Islands,2020,06,Live audio/video,All,565,17.9,
Virgin Islands,2020,06,Other telehealth,All,0,0.0,
Virginia,2020,06,Live audio/video,All,171606,103.5,
Virginia,2020,06,Other telehealth,All,375,0.2,
Virginia,2020,06,Remote patient monitoring,All,84,0.1,
Virginia,2020,06,Store and forward,All,6426,3.9,
Washington,2020,06,Live audio/video,All,219221,116.4,
Washington,2020,06,Other telehealth,All,1087,0.6,
Washington,2020,06,Remote patient monitoring,All,236,0.1,
Washington,2020,06,Store and forward,All,464,0.2,
West Virginia,2020,06,Live audio/video,All,58717,103.0,
West Virginia,2020,06,Other telehealth,All,72,0.1,
West Virginia,2020,06,Remote patient monitoring,All,22,0.0,
Wisconsin,2020,06,Live audio/video,All,150413,121.8,
Wisconsin,2020,06,Other telehealth,All,239,0.2,
Wisconsin,2020,06,Store and forward,All,17,0.0,
Wyoming,2020,06,Live audio/video,All,7885,113.4,
Wyoming,2020,06,Other telehealth,All,33,0.5,
Alabama,2020,07,Live audio/video,All,83822,68.8,
Alabama,2020,07,Other telehealth,All,92,0.1,
Alabama,2020,07,Remote patient monitoring,All,127,0.1,
Alabama,2020,07,Store and forward,All,21,0.0,
Alaska,2020,07,Live audio/video,All,20025,84.4,
Alaska,2020,07,Other telehealth,All,30,0.1,
Alaska,2020,07,Remote patient monitoring,All,31,0.1,
Alaska,2020,07,Store and forward,All,305,1.3,
Arizona,2020,07,Live audio/video,All,506994,246.2,
Arizona,2020,07,Other telehealth,All,518,0.3,
Arizona,2020,07,Remote patient monitoring,All,592,0.3,
Arizona,2020,07,Store and forward,All,794,0.4,
Arkansas,2020,07,Live audio/video,All,82803,83.6,
Arkansas,2020,07,Other telehealth,All,441,0.4,
Arkansas,2020,07,Remote patient monitoring,All,40,0.0,
Arkansas,2020,07,Store and forward,All,136,0.1,
California,2020,07,Live audio/video,All,1495221,108.2,
California,2020,07,Other telehealth,All,11697,0.8,
California,2020,07,Remote patient monitoring,All,1647,0.1,
California,2020,07,Store and forward,All,12107,0.9,
Colorado,2020,07,Live audio/video,All,172288,123.1,
Colorado,2020,07,Other telehealth,All,59,0.0,
Colorado,2020,07,Remote patient monitoring,All,305,0.2,
Colorado,2020,07,Store and forward,All,357,0.3,
Connecticut,2020,07,Live audio/video,All,249935,243.9,
Connecticut,2020,07,Other telehealth,All,313,0.3,
Connecticut,2020,07,Remote patient monitoring,All,132,0.1,
Connecticut,2020,07,Store and forward,All,397,0.4,
Delaware,2020,07,Live audio/video,All,46386,178.1,
Delaware,2020,07,Other telehealth,All,37,0.1,
Delaware,2020,07,Remote patient monitoring,All,41,0.2,
Delaware,2020,07,Store and forward,All,4193,16.1,
District of Columbia,2020,07,Live audio/video,All,100020,376.9,
District of Columbia,2020,07,Other telehealth,All,0,0.0,
Florida,2020,07,Live audio/video,All,473465,101.6,
Florida,2020,07,Other telehealth,All,675,0.1,
Florida,2020,07,Remote patient monitoring,All,352,0.1,
Florida,2020,07,Store and forward,All,899,0.2,
Georgia,2020,07,Live audio/video,All,220130,95.5,
Georgia,2020,07,Other telehealth,All,131,0.1,
Georgia,2020,07,Remote patient monitoring,All,201,0.1,
Georgia,2020,07,Store and forward,All,277,0.1,
Hawaii,2020,07,Live audio/video,All,23886,64.2,
Hawaii,2020,07,Other telehealth,All,122,0.3,
Hawaii,2020,07,Remote patient monitoring,All,86,0.2,
Hawaii,2020,07,Store and forward,All,670,1.8,
Idaho,2020,07,Live audio/video,All,39852,105.4,
Idaho,2020,07,Store and forward,All,42,0.1,
Illinois,2020,07,Live audio/video,All,157907,50.9,
Illinois,2020,07,Other telehealth,All,292,0.1,
Illinois,2020,07,Remote patient monitoring,All,19,0.0,
Illinois,2020,07,Store and forward,All,132,0.0,
Indiana,2020,07,Live audio/video,All,230101,136.9,
Indiana,2020,07,Other telehealth,All,146,0.1,
Indiana,2020,07,Store and forward,All,85,0.1,
Iowa,2020,07,Live audio/video,All,82199,111.5,
Iowa,2020,07,Other telehealth,All,94,0.1,
Iowa,2020,07,Remote patient monitoring,All,116,0.2,
Iowa,2020,07,Store and forward,All,47,0.1,
Kansas,2020,07,Live audio/video,All,54593,124.1,
Kansas,2020,07,Other telehealth,All,15,0.0,
Kansas,2020,07,Store and forward,All,14,0.0,
Kentucky,2020,07,Live audio/video,All,249139,151.0,
Kentucky,2020,07,Other telehealth,All,357,0.2,
Kentucky,2020,07,Remote patient monitoring,All,55,0.0,
Kentucky,2020,07,Store and forward,All,66,0.0,
Louisiana,2020,07,Live audio/video,All,268633,154.7,
Louisiana,2020,07,Other telehealth,All,199,0.1,
Louisiana,2020,07,Remote patient monitoring,All,215,0.1,
Louisiana,2020,07,Store and forward,All,313,0.2,
Maine,2020,07,Live audio/video,All,86639,246.8,Unusable
Maine,2020,07,Other telehealth,All,44,0.1,Unusable
Maine,2020,07,Remote patient monitoring,All,43,0.1,Unusable
Maine,2020,07,Store and forward,All,79,0.2,Unusable
Maryland,2020,07,Live audio/video,All,239966,161.8,
Maryland,2020,07,Other telehealth,All,404,0.3,
Maryland,2020,07,Remote patient monitoring,All,530,0.4,
Maryland,2020,07,Store and forward,All,104,0.1,
Massachusetts,2020,07,Live audio/video,All,646536,336.7,
Massachusetts,2020,07,Other telehealth,All,226,0.1,
Massachusetts,2020,07,Remote patient monitoring,All,59,0.0,
Massachusetts,2020,07,Store and forward,All,1448,0.8,
Michigan,2020,07,Live audio/video,All,384015,146.0,
Michigan,2020,07,Other telehealth,All,397,0.2,
Michigan,2020,07,Remote patient monitoring,All,165,0.1,
Michigan,2020,07,Store and forward,All,314,0.1,
Minnesota,2020,07,Live audio/video,All,273581,239.6,
Minnesota,2020,07,Other telehealth,All,1113,1.0,
Minnesota,2020,07,Remote patient monitoring,All,69,0.1,
Minnesota,2020,07,Store and forward,All,546,0.5,
Mississippi,2020,07,Live audio/video,All,69402,90.6,
Mississippi,2020,07,Other telehealth,All,409,0.5,
Mississippi,2020,07,Remote patient monitoring,All,138,0.2,
Mississippi,2020,07,Store and forward,All,131,0.2,
Missouri,2020,07,Live audio/video,All,83543,81.6,
Missouri,2020,07,Other telehealth,All,246,0.2,
Missouri,2020,07,Remote patient monitoring,All,138,0.1,
Missouri,2020,07,Store and forward,All,68,0.1,
Montana,2020,07,Live audio/video,All,31457,116.8,
Montana,2020,07,Other telehealth,All,29,0.1,
Montana,2020,07,Store and forward,All,79,0.3,
Nebraska,2020,07,Live audio/video,All,29792,111.5,
Nebraska,2020,07,Other telehealth,All,90,0.3,
Nebraska,2020,07,Remote patient monitoring,All,31,0.1,
Nebraska,2020,07,Store and forward,All,87,0.3,
Nevada,2020,07,Live audio/video,All,79481,106.3,
Nevada,2020,07,Other telehealth,All,98,0.1,
Nevada,2020,07,Remote patient monitoring,All,284,0.4,
Nevada,2020,07,Store and forward,All,55,0.1,
New Hampshire,2020,07,Live audio/video,All,58475,270.9,
New Hampshire,2020,07,Store and forward,All,16,0.1,
New Jersey,2020,07,Live audio/video,All,191905,104.6,
New Jersey,2020,07,Other telehealth,All,700,0.4,
New Jersey,2020,07,Remote patient monitoring,All,881,0.5,
New Jersey,2020,07,Store and forward,All,123,0.1,
New Mexico,2020,07,Live audio/video,All,105452,120.5,
New Mexico,2020,07,Other telehealth,All,362,0.4,
New Mexico,2020,07,Remote patient monitoring,All,41,0.0,
New Mexico,2020,07,Store and forward,All,886,1.0,
New York,2020,07,Live audio/video,All,503700,73.5,
New York,2020,07,Other telehealth,All,1493,0.2,
New York,2020,07,Remote patient monitoring,All,1255,0.2,
New York,2020,07,Store and forward,All,6577,1.0,
North Carolina,2020,07,Live audio/video,All,226150,95.1,
North Carolina,2020,07,Other telehealth,All,3424,1.4,
North Carolina,2020,07,Remote patient monitoring,All,339,0.1,
North Carolina,2020,07,Store and forward,All,48,0.0,
North Dakota,2020,07,Live audio/video,All,8883,87.3,
North Dakota,2020,07,Store and forward,All,0,0.0,
Ohio,2020,07,Live audio/video,All,495115,166.4,
Ohio,2020,07,Other telehealth,All,733,0.2,
Ohio,2020,07,Remote patient monitoring,All,248,0.1,
Ohio,2020,07,Store and forward,All,1374,0.5,
Oklahoma,2020,07,Live audio/video,All,111165,120.0,
Oklahoma,2020,07,Other telehealth,All,386,0.4,
Oklahoma,2020,07,Remote patient monitoring,All,141,0.2,
Oklahoma,2020,07,Store and forward,All,17,0.0,
Oregon,2020,07,Live audio/video,All,223042,187.6,
Oregon,2020,07,Other telehealth,All,447,0.4,
Oregon,2020,07,Remote patient monitoring,All,71,0.1,
Oregon,2020,07,Store and forward,All,55,0.0,
Pennsylvania,2020,07,Live audio/video,All,155140,50.6,
Pennsylvania,2020,07,Other telehealth,All,5036,1.6,
Pennsylvania,2020,07,Remote patient monitoring,All,46,0.0,
Pennsylvania,2020,07,Store and forward,All,237,0.1,
Puerto Rico,2020,07,Live audio/video,All,102756,80.7,
Puerto Rico,2020,07,Other telehealth,All,7104,5.6,
Puerto Rico,2020,07,Remote patient monitoring,All,823,0.6,
Puerto Rico,2020,07,Store and forward,All,357,0.3,
Rhode Island,2020,07,Live audio/video,All,30428,89.3,
Rhode Island,2020,07,Other telehealth,All,248,0.7,
Rhode Island,2020,07,Remote patient monitoring,All,0,0.0,
Rhode Island,2020,07,Store and forward,All,222,0.7,
South Carolina,2020,07,Live audio/video,All,85543,65.0,
South Carolina,2020,07,Other telehealth,All,217,0.2,
South Carolina,2020,07,Store and forward,All,95,0.1,
South Dakota,2020,07,Live audio/video,All,8654,68.2,
South Dakota,2020,07,Other telehealth,All,15,0.1,
South Dakota,2020,07,Remote patient monitoring,All,0,0.0,
Tennessee,2020,07,Live audio/video,All,155871,70.7,
Tennessee,2020,07,Other telehealth,All,173,0.1,
Tennessee,2020,07,Remote patient monitoring,All,269,0.1,
Tennessee,2020,07,Store and forward,All,188,0.1,
Texas,2020,07,Live audio/video,All,626213,117.8,
Texas,2020,07,Other telehealth,All,20216,3.8,
Texas,2020,07,Remote patient monitoring,All,982,0.2,
Texas,2020,07,Store and forward,All,3533,0.7,
Utah,2020,07,Live audio/video,All,22234,61.4,Unusable
Utah,2020,07,Other telehealth,All,137,0.4,Unusable
Utah,2020,07,Store and forward,All,0,0.0,Unusable
Vermont,2020,07,Live audio/video,All,6906,39.1,
Vermont,2020,07,Other telehealth,All,350,2.0,
Vermont,2020,07,Remote patient monitoring,All,0,0.0,
Vermont,2020,07,Store and forward,All,21,0.1,
Virgin Islands,2020,07,Live audio/video,All,455,14.3,
Virginia,2020,07,Live audio/video,All,158383,94.3,
Virginia,2020,07,Other telehealth,All,322,0.2,
Virginia,2020,07,Remote patient monitoring,All,96,0.1,
Virginia,2020,07,Store and forward,All,5252,3.1,
Washington,2020,07,Live audio/video,All,204161,107.2,
Washington,2020,07,Other telehealth,All,1126,0.6,
Washington,2020,07,Remote patient monitoring,All,256,0.1,
Washington,2020,07,Store and forward,All,177,0.1,
West Virginia,2020,07,Live audio/video,All,56032,97.3,
West Virginia,2020,07,Other telehealth,All,45,0.1,
West Virginia,2020,07,Remote patient monitoring,All,22,0.0,
Wisconsin,2020,07,Live audio/video,All,134435,107.2,
Wisconsin,2020,07,Other telehealth,All,159,0.1,
Wisconsin,2020,07,Remote patient monitoring,All,22,0.0,
Wyoming,2020,07,Live audio/video,All,7150,100.8,
Wyoming,2020,07,Other telehealth,All,27,0.4,
Wyoming,2020,07,Remote patient monitoring,All,0,0.0,
Alabama,2020,08,Live audio/video,All,77700,63.2,
Alabama,2020,08,Other telehealth,All,84,0.1,
Alabama,2020,08,Remote patient monitoring,All,147,0.1,
Alabama,2020,08,Store and forward,All,14,0.0,
Alaska,2020,08,Live audio/video,All,19468,81.3,
Alaska,2020,08,Other telehealth,All,27,0.1,
Alaska,2020,08,Remote patient monitoring,All,22,0.1,
Alaska,2020,08,Store and forward,All,356,1.5,
Arizona,2020,08,Live audio/video,All,518971,249.0,
Arizona,2020,08,Other telehealth,All,437,0.2,
Arizona,2020,08,Remote patient monitoring,All,660,0.3,
Arizona,2020,08,Store and forward,All,641,0.3,
Arkansas,2020,08,Live audio/video,All,71359,71.4,
Arkansas,2020,08,Other telehealth,All,234,0.2,
Arkansas,2020,08,Remote patient monitoring,All,46,0.0,
Arkansas,2020,08,Store and forward,All,83,0.1,
California,2020,08,Live audio/video,All,1416395,101.9,
California,2020,08,Other telehealth,All,9330,0.7,
California,2020,08,Remote patient monitoring,All,2093,0.2,
California,2020,08,Store and forward,All,12585,0.9,
Colorado,2020,08,Live audio/video,All,157430,110.8,
Colorado,2020,08,Other telehealth,All,51,0.0,
Colorado,2020,08,Remote patient monitoring,All,370,0.3,
Colorado,2020,08,Store and forward,All,408,0.3,
Connecticut,2020,08,Live audio/video,All,212014,205.2,
Connecticut,2020,08,Other telehealth,All,198,0.2,
Connecticut,2020,08,Remote patient monitoring,All,135,0.1,
Connecticut,2020,08,Store and forward,All,352,0.3,
Delaware,2020,08,Live audio/video,All,41001,155.7,
Delaware,2020,08,Other telehealth,All,34,0.1,
Delaware,2020,08,Remote patient monitoring,All,40,0.2,
Delaware,2020,08,Store and forward,All,4045,15.4,
District of Columbia,2020,08,Live audio/video,All,95219,356.1,
District of Columbia,2020,08,Other telehealth,All,0,0.0,
District of Columbia,2020,08,Remote patient monitoring,All,15,0.1,
Florida,2020,08,Live audio/video,All,469722,100.1,
Florida,2020,08,Other telehealth,All,511,0.1,
Florida,2020,08,Remote patient monitoring,All,310,0.1,
Florida,2020,08,Store and forward,All,840,0.2,
Georgia,2020,08,Live audio/video,All,212540,91.2,
Georgia,2020,08,Other telehealth,All,119,0.1,
Georgia,2020,08,Remote patient monitoring,All,190,0.1,
Georgia,2020,08,Store and forward,All,255,0.1,
Hawaii,2020,08,Live audio/video,All,27115,71.8,
Hawaii,2020,08,Other telehealth,All,130,0.3,
Hawaii,2020,08,Remote patient monitoring,All,90,0.2,
Hawaii,2020,08,Store and forward,All,807,2.1,
Idaho,2020,08,Live audio/video,All,36925,95.9,
Idaho,2020,08,Other telehealth,All,14,0.0,
Idaho,2020,08,Store and forward,All,535,1.4,
Illinois,2020,08,Live audio/video,All,142764,45.5,
Illinois,2020,08,Other telehealth,All,225,0.1,
Illinois,2020,08,Remote patient monitoring,All,17,0.0,
Illinois,2020,08,Store and forward,All,100,0.0,
Indiana,2020,08,Live audio/video,All,211847,123.9,
Indiana,2020,08,Other telehealth,All,84,0.0,
Indiana,2020,08,Store and forward,All,152,0.1,
Iowa,2020,08,Live audio/video,All,70522,94.5,
Iowa,2020,08,Other telehealth,All,98,0.1,
Iowa,2020,08,Remote patient monitoring,All,132,0.2,
Iowa,2020,08,Store and forward,All,25,0.0,
Kansas,2020,08,Live audio/video,All,49876,112.2,
Kansas,2020,08,Store and forward,All,11,0.0,
Kentucky,2020,08,Live audio/video,All,243742,146.0,
Kentucky,2020,08,Other telehealth,All,364,0.2,
Kentucky,2020,08,Remote patient monitoring,All,68,0.0,
Kentucky,2020,08,Store and forward,All,39,0.0,
Louisiana,2020,08,Live audio/video,All,247869,141.1,
Louisiana,2020,08,Other telehealth,All,184,0.1,
Louisiana,2020,08,Remote patient monitoring,All,215,0.1,
Louisiana,2020,08,Store and forward,All,300,0.2,
Maine,2020,08,Live audio/video,All,71059,199.6,Unusable
Maine,2020,08,Other telehealth,All,42,0.1,Unusable
Maine,2020,08,Remote patient monitoring,All,49,0.1,Unusable
Maine,2020,08,Store and forward,All,78,0.2,Unusable
Maryland,2020,08,Live audio/video,All,229417,153.3,
Maryland,2020,08,Other telehealth,All,314,0.2,
Maryland,2020,08,Remote patient monitoring,All,475,0.3,
Maryland,2020,08,Store and forward,All,106,0.1,
Massachusetts,2020,08,Live audio/video,All,569034,292.5,
Massachusetts,2020,08,Other telehealth,All,226,0.1,
Massachusetts,2020,08,Remote patient monitoring,All,63,0.0,
Massachusetts,2020,08,Store and forward,All,1351,0.7,
Michigan,2020,08,Live audio/video,All,362340,136.1,
Michigan,2020,08,Other telehealth,All,339,0.1,
Michigan,2020,08,Remote patient monitoring,All,187,0.1,
Michigan,2020,08,Store and forward,All,232,0.1,
Minnesota,2020,08,Live audio/video,All,247799,214.4,
Minnesota,2020,08,Other telehealth,All,989,0.9,
Minnesota,2020,08,Remote patient monitoring,All,49,0.0,
Minnesota,2020,08,Store and forward,All,519,0.4,
Mississippi,2020,08,Live audio/video,All,74235,95.9,
Mississippi,2020,08,Other telehealth,All,345,0.4,
Mississippi,2020,08,Remote patient monitoring,All,162,0.2,
Mississippi,2020,08,Store and forward,All,184,0.2,
Missouri,2020,08,Live audio/video,All,78215,75.2,
Missouri,2020,08,Other telehealth,All,164,0.2,
Missouri,2020,08,Remote patient monitoring,All,131,0.1,
Missouri,2020,08,Store and forward,All,79,0.1,
Montana,2020,08,Live audio/video,All,28084,102.9,
Montana,2020,08,Other telehealth,All,20,0.1,
Montana,2020,08,Store and forward,All,42,0.2,
Nebraska,2020,08,Live audio/video,All,27003,99.4,
Nebraska,2020,08,Other telehealth,All,122,0.4,
Nebraska,2020,08,Remote patient monitoring,All,38,0.1,
Nebraska,2020,08,Store and forward,All,74,0.3,
Nevada,2020,08,Live audio/video,All,76073,99.9,
Nevada,2020,08,Other telehealth,All,67,0.1,
Nevada,2020,08,Remote patient monitoring,All,273,0.4,
Nevada,2020,08,Store and forward,All,87,0.1,
New Hampshire,2020,08,Live audio/video,All,55498,252.2,
New Hampshire,2020,08,Store and forward,All,12,0.1,
New Jersey,2020,08,Live audio/video,All,170815,92.0,
New Jersey,2020,08,Other telehealth,All,491,0.3,
New Jersey,2020,08,Remote patient monitoring,All,932,0.5,
New Jersey,2020,08,Store and forward,All,72,0.0,
New Mexico,2020,08,Live audio/video,All,106295,120.3,
New Mexico,2020,08,Other telehealth,All,228,0.3,
New Mexico,2020,08,Remote patient monitoring,All,40,0.0,
New Mexico,2020,08,Store and forward,All,769,0.9,
New York,2020,08,Live audio/video,All,439806,63.6,
New York,2020,08,Other telehealth,All,1130,0.2,
New York,2020,08,Remote patient monitoring,All,1307,0.2,
New York,2020,08,Store and forward,All,5476,0.8,
North Carolina,2020,08,Live audio/video,All,214462,89.1,
North Carolina,2020,08,Other telehealth,All,2966,1.2,
North Carolina,2020,08,Remote patient monitoring,All,591,0.2,
North Carolina,2020,08,Store and forward,All,67,0.0,
North Dakota,2020,08,Live audio/video,All,8229,79.2,
North Dakota,2020,08,Store and forward,All,0,0.0,
Ohio,2020,08,Live audio/video,All,462278,153.7,
Ohio,2020,08,Other telehealth,All,645,0.2,
Ohio,2020,08,Remote patient monitoring,All,193,0.1,
Ohio,2020,08,Store and forward,All,1365,0.5,
Oklahoma,2020,08,Live audio/video,All,101151,106.6,
Oklahoma,2020,08,Other telehealth,All,310,0.3,
Oklahoma,2020,08,Remote patient monitoring,All,153,0.2,
Oklahoma,2020,08,Store and forward,All,14,0.0,
Oregon,2020,08,Live audio/video,All,207129,172.2,
Oregon,2020,08,Other telehealth,All,272,0.2,
Oregon,2020,08,Remote patient monitoring,All,74,0.1,
Oregon,2020,08,Store and forward,All,48,0.0,
Pennsylvania,2020,08,Live audio/video,All,232640,75.2,
Pennsylvania,2020,08,Other telehealth,All,4255,1.4,
Pennsylvania,2020,08,Remote patient monitoring,All,68,0.0,
Pennsylvania,2020,08,Store and forward,All,184,0.1,
Puerto Rico,2020,08,Live audio/video,All,103057,80.4,
Puerto Rico,2020,08,Other telehealth,All,5135,4.0,
Puerto Rico,2020,08,Remote patient monitoring,All,871,0.7,
Puerto Rico,2020,08,Store and forward,All,396,0.3,
Rhode Island,2020,08,Live audio/video,All,27542,80.1,
Rhode Island,2020,08,Other telehealth,All,198,0.6,
Rhode Island,2020,08,Remote patient monitoring,All,0,0.0,
Rhode Island,2020,08,Store and forward,All,391,1.1,
South Carolina,2020,08,Live audio/video,All,77604,58.4,
South Carolina,2020,08,Other telehealth,All,190,0.1,
South Carolina,2020,08,Store and forward,All,68,0.1,
South Dakota,2020,08,Live audio/video,All,7311,56.9,
Tennessee,2020,08,Live audio/video,All,143965,64.6,
Tennessee,2020,08,Other telehealth,All,160,0.1,
Tennessee,2020,08,Remote patient monitoring,All,231,0.1,
Tennessee,2020,08,Store and forward,All,177,0.1,
Texas,2020,08,Live audio/video,All,571980,106.3,
Texas,2020,08,Other telehealth,All,21456,4.0,
Texas,2020,08,Remote patient monitoring,All,1030,0.2,
Texas,2020,08,Store and forward,All,3162,0.6,
Utah,2020,08,Live audio/video,All,21115,56.7,Unusable
Utah,2020,08,Other telehealth,All,104,0.3,Unusable
Utah,2020,08,Store and forward,All,0,0.0,Unusable
Vermont,2020,08,Live audio/video,All,6441,36.0,
Vermont,2020,08,Other telehealth,All,312,1.7,
Vermont,2020,08,Remote patient monitoring,All,0,0.0,
Vermont,2020,08,Store and forward,All,34,0.2,
Virgin Islands,2020,08,Live audio/video,All,646,20.1,
Virgin Islands,2020,08,Other telehealth,All,0,0.0,
Virginia,2020,08,Live audio/video,All,145808,85.8,
Virginia,2020,08,Other telehealth,All,230,0.1,
Virginia,2020,08,Remote patient monitoring,All,84,0.0,
Virginia,2020,08,Store and forward,All,4126,2.4,
Washington,2020,08,Live audio/video,All,188932,98.0,
Washington,2020,08,Other telehealth,All,1209,0.6,
Washington,2020,08,Remote patient monitoring,All,268,0.1,
Washington,2020,08,Store and forward,All,196,0.1,
West Virginia,2020,08,Live audio/video,All,55926,96.0,
West Virginia,2020,08,Other telehealth,All,54,0.1,
West Virginia,2020,08,Remote patient monitoring,All,23,0.0,
West Virginia,2020,08,Store and forward,All,14,0.0,
Wisconsin,2020,08,Live audio/video,All,123327,96.9,
Wisconsin,2020,08,Other telehealth,All,121,0.1,
Wisconsin,2020,08,Remote patient monitoring,All,25,0.0,
Wyoming,2020,08,Live audio/video,All,5766,80.2,
Wyoming,2020,08,Other telehealth,All,13,0.2,
Wyoming,2020,08,Remote patient monitoring,All,0,0.0,
Alabama,2020,09,Live audio/video,All,70252,57.0,
Alabama,2020,09,Other telehealth,All,86,0.1,
Alabama,2020,09,Remote patient monitoring,All,106,0.1,
Alaska,2020,09,Live audio/video,All,21044,87.5,
Alaska,2020,09,Other telehealth,All,34,0.1,
Alaska,2020,09,Remote patient monitoring,All,20,0.1,
Alaska,2020,09,Store and forward,All,305,1.3,
Arizona,2020,09,Live audio/video,All,513450,243.8,
Arizona,2020,09,Other telehealth,All,343,0.2,
Arizona,2020,09,Remote patient monitoring,All,715,0.3,
Arizona,2020,09,Store and forward,All,361,0.2,
Arkansas,2020,09,Live audio/video,All,65386,64.9,
Arkansas,2020,09,Other telehealth,All,162,0.2,
Arkansas,2020,09,Remote patient monitoring,All,49,0.0,
Arkansas,2020,09,Store and forward,All,77,0.1,
California,2020,09,Live audio/video,All,1529032,109.4,
California,2020,09,Other telehealth,All,14386,1.0,
California,2020,09,Remote patient monitoring,All,2326,0.2,
California,2020,09,Store and forward,All,13433,1.0,
Colorado,2020,09,Live audio/video,All,152469,105.9,
Colorado,2020,09,Other telehealth,All,42,0.0,
Colorado,2020,09,Remote patient monitoring,All,406,0.3,
Colorado,2020,09,Store and forward,All,398,0.3,
Connecticut,2020,09,Live audio/video,All,225682,216.1,
Connecticut,2020,09,Other telehealth,All,141,0.1,
Connecticut,2020,09,Remote patient monitoring,All,155,0.1,
Connecticut,2020,09,Store and forward,All,332,0.3,
Delaware,2020,09,Live audio/video,All,40216,151.4,
Delaware,2020,09,Other telehealth,All,36,0.1,
Delaware,2020,09,Remote patient monitoring,All,42,0.2,
Delaware,2020,09,Store and forward,All,3817,14.4,
District of Columbia,2020,09,Live audio/video,All,103350,383.5,
District of Columbia,2020,09,Other telehealth,All,0,0.0,
District of Columbia,2020,09,Remote patient monitoring,All,25,0.1,
Florida,2020,09,Live audio/video,All,479567,101.6,
Florida,2020,09,Other telehealth,All,417,0.1,
Florida,2020,09,Remote patient monitoring,All,286,0.1,
Florida,2020,09,Store and forward,All,626,0.1,
Georgia,2020,09,Live audio/video,All,213746,90.8,
Georgia,2020,09,Other telehealth,All,97,0.0,
Georgia,2020,09,Remote patient monitoring,All,191,0.1,
